name,score,release_date,region,platform,genres,themes,publishers
big red racing,7.5,1996,Europe,PC,arcade,,
bio motor unitron,8.5,1999,North America,Neo Geo Pocket Color,strategy,,
bio motor unitron,8.5,1999,Japan,Neo Geo Pocket Color,strategy,,
bio motor unitron,8.5,1999,Europe,Neo Geo Pocket Color,strategy,,
birthright: the gorgon's alliance,7.7,1997,North America,PC,strategy,,
birthright: the gorgon's alliance,7.7,1997,Europe,PC,strategy,,
black dahlia,5.9,1998,North America,PC,action,,
black dahlia,5.9,1998,Europe,PC,action,,
black dawn,7.6,1996,Europe,PlayStation,simulation,,
black dawn,7.6,1996,Japan,PlayStation,simulation,,
black dawn,7.6,1996,North America,PlayStation,simulation,,
black dawn,7.6,1996,Japan,Saturn,simulation,,
black dawn,7.6,1996,North America,Saturn,simulation,,
black dawn,7.6,1996,Europe,Saturn,simulation,,
black dawn,7.6,1996,South America,Saturn,simulation,,
blade runner,6.0,1997,North America,PC,adventure,sci-fi,
blade runner,6.0,1997,Europe,PC,adventure,sci-fi,
blade runner,6.0,1997,South America,PC,adventure,sci-fi,
blast chamber,6.0,1996,North America,PC,action,,activision
blast chamber,6.0,1996,Europe,PlayStation,action,,activision
blast chamber,6.0,1996,North America,PlayStation,action,,activision
blast chamber,6.0,1996,North America,Saturn,action,,activision
blast chamber,6.0,1996,Europe,Saturn,action,,activision
blast chamber,6.0,1996,South America,Saturn,action,,activision
blast corps,8.4,1997,North America,Nintendo 64,action,,nintendo
blast corps,8.4,1997,Europe,Nintendo 64,action,,nintendo
blast radius,7.2,1999,Europe,PlayStation,simulation,,
blast radius,7.2,1999,North America,PlayStation,simulation,,
blaster master: blasting again,7.7,2001,North America,PlayStation,shooter,sci-fi,
blaster master: blasting again,7.7,2001,Europe,PlayStation,shooter,sci-fi,
blasto,4.2,1998,Europe,PlayStation,shooter,sci-fi,
blasto,4.2,1998,North America,PlayStation,shooter,sci-fi,
blasto,4.2,1998,North America,Arcade Games,shooter,sci-fi,
blazing dragons,5.6,1996,Europe,PlayStation,adventure,,sega
blazing dragons,5.6,1996,North America,PlayStation,adventure,,sega
blazing dragons,5.6,1996,Europe,Saturn,adventure,,sega
blazing dragons,5.6,1996,North America,Saturn,adventure,,sega
blood,8.0,1997,North America,PC,shooter,modern,
blood,8.0,1997,Europe,PC,shooter,modern,
blood & magic,6.5,1996,North America,PC,strategy,,
blood & magic,6.5,1996,Europe,PC,strategy,,
starshatter,6.4,2004,North America,PC,simulation,sci-fi,
gish,8.2,2004,North America,PSP,platformer,,
gish,8.2,2004,North America,PC,platformer,,
gish,8.2,2004,North America,Macintosh,platformer,,
gish,8.2,2004,North America,BlackBerry,platformer,,
gish,8.2,2004,North America,Linux,platformer,,
jak 3,8.6,2004,North America,PlayStation 2,platformer,,
jak 3,8.6,2004,Europe,PlayStation 2,platformer,,
jak 3,8.6,2004,Australia,PlayStation 2,platformer,,
jak 3,8.6,2004,Korea,PlayStation 2,platformer,,
jak 3,8.6,2004,North America,PlayStation 4,platformer,,
jak 3,8.6,2004,Japan,PlayStation 4,platformer,,
jak 3,8.6,2004,Europe,PlayStation 4,platformer,,
jak 3,8.6,2004,Australia,PlayStation 4,platformer,,
milton bradley board games,6.3,2007,North America,Mobile,,,
ratchet & clank: up your arsenal,8.7,2004,North America,PlayStation 2,platformer,,
ratchet & clank: up your arsenal,8.7,2004,Korea,PlayStation 2,platformer,,
ratchet & clank: up your arsenal,8.7,2004,North America,PlayStation 3,platformer,,
second sight,7.5,2004,North America,PlayStation 2,adventure,sci-fi,
second sight,7.5,2004,Europe,PlayStation 2,adventure,sci-fi,
second sight,7.5,2004,North America,GameCube,adventure,sci-fi,
second sight,7.5,2004,Europe,GameCube,adventure,sci-fi,
second sight,7.5,2004,North America,Xbox,adventure,sci-fi,
second sight,7.5,2004,Europe,Xbox,adventure,sci-fi,
second sight,7.5,2004,North America,PC,adventure,sci-fi,
second sight,7.5,2004,Europe,PC,adventure,sci-fi,
aura: fate of the ages,6.4,2004,Europe,PC,adventure,fantasy,
aura: fate of the ages,6.4,2004,North America,PC,adventure,fantasy,
armies of exigo,6.7,2004,North America,PC,strategy,fantasy,
armies of exigo,6.7,2004,Europe,PC,strategy,fantasy,
mortal kombat: deception,8.5,2004,Europe,PlayStation 2,fighting,,midway
mortal kombat: deception,8.5,2004,North America,PlayStation 2,fighting,,midway
mortal kombat: deception,8.5,2004,North America,Xbox,fighting,,midway
mortal kombat: deception,8.5,2004,Europe,Xbox,fighting,,midway
mortal kombat: deception,8.5,2004,North America,GameCube,fighting,,midway
mortal kombat: deception,8.5,2004,Australia,Xbox,fighting,,midway
midway arcade treasures 2,7.2,2004,North America,PlayStation 2,,,midway
midway arcade treasures 2,7.2,2004,Europe,PlayStation 2,,,midway
midway arcade treasures 2,7.2,2004,Australia,PlayStation 2,,,midway
midway arcade treasures 2,7.2,2004,North America,Xbox,,,midway
midway arcade treasures 2,7.2,2004,Europe,Xbox,,,midway
midway arcade treasures 2,7.2,2004,North America,GameCube,,,midway
spy hunter: nowhere to run,5.5,2006,North America,PlayStation 2,shooter,,midway
spy hunter: nowhere to run,5.5,2006,Europe,PlayStation 2,shooter,,midway
spy hunter: nowhere to run,5.5,2006,North America,Xbox,shooter,,midway
spy hunter: nowhere to run,5.5,2006,Europe,Xbox,shooter,,midway
gauntlet: seven sorrows,5.2,2005,North America,PlayStation 2,role-playing,,midway
gauntlet: seven sorrows,5.2,2005,Europe,PlayStation 2,role-playing,,midway
gauntlet: seven sorrows,5.2,2005,North America,Xbox,role-playing,,midway
gauntlet: seven sorrows,5.2,2005,Europe,Xbox,role-playing,,midway
gauntlet: seven sorrows,5.2,2005,Australia,Xbox,role-playing,,midway
gauntlet: seven sorrows,5.2,2005,North America,PC,role-playing,,midway
blood ii: the chosen,7.4,1998,North America,PC,shooter,modern,
blood ii: the chosen,7.4,1998,Europe,PC,shooter,modern,
blood omen: legacy of kain,7.1,1996,North America,PC,adventure,,activision
blood omen: legacy of kain,7.1,1996,Europe,PC,adventure,,activision
blood omen: legacy of kain,7.1,1996,Europe,PlayStation,adventure,,activision
blood omen: legacy of kain,7.1,1996,North America,PlayStation,adventure,,activision
blood omen: legacy of kain,7.1,1996,North America,Saturn,adventure,,activision
bloody roar,7.7,1997,Japan,PlayStation,fighting,,
bloody roar,7.7,1997,North America,PlayStation,fighting,,
bloody roar,7.7,1997,Japan,Arcade Games,fighting,,
goldeneye: rogue agent,6.3,2004,North America,PlayStation 2,shooter,modern,electronic arts
goldeneye: rogue agent,6.3,2004,Europe,PlayStation 2,shooter,modern,electronic arts
goldeneye: rogue agent,6.3,2004,North America,Xbox,shooter,modern,electronic arts
goldeneye: rogue agent,6.3,2004,Europe,Xbox,shooter,modern,electronic arts
goldeneye: rogue agent,6.3,2004,North America,GameCube,shooter,modern,electronic arts
goldeneye: rogue agent,6.3,2004,Europe,GameCube,shooter,modern,electronic arts
goldeneye: rogue agent,6.3,2004,North America,DS,shooter,modern,electronic arts
goldeneye: rogue agent,6.3,2004,Europe,DS,shooter,modern,electronic arts
the king of fighters neowave,6.5,2006,Worldwide,Arcade Games,fighting,,
the king of fighters neowave,6.5,2006,Japan,Arcade Games,fighting,,
the king of fighters neowave,6.5,2006,Japan,PlayStation 2,fighting,,
the king of fighters neowave,6.5,2006,North America,PlayStation 2,fighting,,
the king of fighters neowave,6.5,2006,Europe,PlayStation 2,fighting,,
the king of fighters neowave,6.5,2006,Australia,PlayStation 2,fighting,,
the king of fighters neowave,6.5,2006,Japan,Xbox,fighting,,
the king of fighters neowave,6.5,2006,North America,Xbox,fighting,,
sly 2: band of thieves,8.4,2004,North America,PlayStation 2,platformer,,
sly 2: band of thieves,8.4,2004,Europe,PlayStation 2,platformer,,
sly 2: band of thieves,8.4,2004,North America,PlayStation 3,platformer,,
sly 2: band of thieves,8.4,2004,Europe,PlayStation 3,platformer,,
sly 2: band of thieves,8.4,2004,Europe,PlayStation Vita,platformer,,
sly 2: band of thieves,8.4,2004,Australia,PlayStation Vita,platformer,,
sly 2: band of thieves,8.4,2004,Korea,PlayStation Vita,platformer,,
sly 2: band of thieves,8.4,2004,Australia,PlayStation 3,platformer,,
iron phoenix,4.1,2005,North America,Xbox,fighting,,sega
iron phoenix,4.1,2005,Australia,Xbox,fighting,,sega
indycar series 2005,6.5,2004,North America,Xbox,simulation,,
indycar series 2005,6.5,2004,Europe,Xbox,simulation,,
indycar series 2005,6.5,2004,Europe,PlayStation 2,simulation,,
indycar series 2005,6.5,2004,Europe,PC,simulation,,
blue stinger,6.3,1999,Europe,Dreamcast,adventure,horror,sega
blue stinger,6.3,1999,Japan,Dreamcast,adventure,horror,sega
blue stinger,6.3,1999,North America,Dreamcast,adventure,horror,sega
blues brothers 2000,4.4,2000,Europe,Nintendo 64,platformer,,
blues brothers 2000,4.4,2000,North America,Nintendo 64,platformer,,
boarder zone,6.3,1999,North America,PC,sports,,
boarder zone,6.3,1999,North America,Dreamcast,sports,,
boarder zone,6.3,1999,North America,Game Boy Color,sports,,
body harvest,7.0,1998,Europe,Nintendo 64,shooter,,midway
body harvest,7.0,1998,North America,Nintendo 64,shooter,,midway
bomberman 64,4.6,1997,North America,Nintendo 64,platformer,,konami
bomberman 64,4.6,1997,Europe,Nintendo 64,platformer,,konami
bomberman 64,4.6,1997,Australia,Nintendo 64,platformer,,konami
bomberman fantasy race,5.7,1999,Japan,PlayStation,arcade,,
bomberman fantasy race,5.7,1999,North America,PlayStation,arcade,,
bomberman fantasy race,5.7,1999,Europe,PlayStation,arcade,,
bomberman hero,6.7,1998,North America,Nintendo 64,platformer,,nintendo
bomberman hero,6.7,1998,Europe,Nintendo 64,platformer,,nintendo
bomberman hero,6.7,1998,Australia,Nintendo 64,platformer,,nintendo
bomberman world,5.2,1998,Europe,PlayStation,puzzle,,
bomberman world,5.2,1998,Japan,PlayStation,puzzle,,
bomberman world,5.2,1998,North America,PlayStation,puzzle,,
boombots,1.9,1999,North America,PlayStation,fighting,,
boombots,1.9,1999,Europe,PlayStation,fighting,,
boss rally,5.0,1999,North America,PC,simulation,,
the bouncer,6.7,2001,Europe,PlayStation 2,action,,
the bouncer,6.7,2001,Japan,PlayStation 2,action,,
the bouncer,6.7,2001,North America,PlayStation 2,action,,
brahma force: the assault on beltlogger 9,7.7,1997,North America,PlayStation,shooter,sci-fi,
brain dead 13,3.5,1996,North America,PC,arcade,,
brain dead 13,3.5,1996,Japan,Saturn,arcade,,
brain dead 13,3.5,1996,North America,Saturn,arcade,,
brain dead 13,3.5,1996,Japan,PlayStation,arcade,,
brain dead 13,3.5,1996,North America,3DO,arcade,,
brain dead 13,3.5,1996,North America,Jaguar CD,arcade,,
brain dead 13,3.5,1996,Europe,CD-I,arcade,,
brain dead 13,3.5,1996,North America,Macintosh,arcade,,
brain dead 13,3.5,1996,North America,Sega CD,arcade,,
brave fencer musashi,7.7,1998,North America,PlayStation,role-playing,,square enix
braveheart,5.1,1999,North America,PC,strategy,,
bravo air race,5.0,1997,North America,PlayStation,arcade,,thq
breath of fire iii,6.9,1998,Europe,PlayStation,role-playing,,capcom
breath of fire iii,6.9,1998,Japan,PlayStation,role-playing,,capcom
breath of fire iii,6.9,1998,North America,PlayStation,role-playing,,capcom
breath of fire iii,6.9,1998,Japan,PSP,role-playing,,capcom
breath of fire iii,6.9,1998,Europe,PSP,role-playing,,capcom
breath of fire iii,6.9,1998,North America,PSP,role-playing,,capcom
breath of fire iii,6.9,1998,South America,PSP,role-playing,,capcom
breath of fire iv,7.5,2000,Japan,PlayStation,role-playing,,capcom
breath of fire iv,7.5,2000,North America,PlayStation,role-playing,,capcom
breath of fire iv,7.5,2000,Europe,PlayStation,role-playing,,capcom
breath of fire iv,7.5,2000,Korea,PlayStation,role-playing,,capcom
breath of fire iv,7.5,2000,Europe,PC,role-playing,,capcom
breath of fire iv,7.5,2000,Japan,PC,role-playing,,capcom
bridge deluxe ii with omar sharif,5.6,1998,North America,PC,,,
brigandine,6.0,1998,Japan,PlayStation,strategy,,
british open championship golf,7.0,1997,North America,PC,sports,,
broken helix,6.9,1997,Japan,PlayStation,adventure,sci-fi,konami
broken helix,6.9,1997,Europe,PlayStation,adventure,sci-fi,konami
broken helix,6.9,1997,North America,PlayStation,adventure,sci-fi,konami
broken sword: the shadow of the templars,7.0,1996,Europe,PlayStation,adventure,,ubisoft
broken sword: the shadow of the templars,7.0,1996,North America,PlayStation,adventure,,ubisoft
broken sword: the shadow of the templars,7.0,1996,Europe,Game Boy Advance,adventure,,ubisoft
broken sword: the shadow of the templars,7.0,1996,North America,Game Boy Advance,adventure,,ubisoft
broken sword: the shadow of the templars,7.0,1996,North America,Mobile,adventure,,ubisoft
broken sword: the smoking mirror,7.9,1997,North America,PC,adventure,modern,
bruce jenner's world class decathlon,4.4,1996,North America,PC,sports,,
brunswick circuit pro bowling,7.4,1998,North America,PC,sports,,thq
brunswick circuit pro bowling,7.4,1998,Europe,PlayStation,sports,,thq
brunswick circuit pro bowling,7.4,1998,North America,PlayStation,sports,,thq
brunswick circuit pro bowling,7.4,1998,North America,Nintendo 64,sports,,thq
brunswick circuit pro bowling 2,7.1,2000,Europe,PlayStation,sports,,thq
brunswick circuit pro bowling 2,7.1,2000,North America,PlayStation,sports,,thq
bubsy 3d,5.5,1996,Europe,PlayStation,platformer,,
bubsy 3d,5.5,1996,North America,PlayStation,platformer,,
bubsy 3d,5.5,1996,North America,Saturn,platformer,,
buck bumble,5.2,1998,Japan,Nintendo 64,action,,ubisoft
buck bumble,5.2,1998,North America,Nintendo 64,action,,ubisoft
buck bumble,5.2,1998,Europe,Nintendo 64,action,,ubisoft
bug too!,4.8,1996,Japan,Saturn,platformer,,sega
bug too!,4.8,1996,North America,Saturn,platformer,,sega
bug too!,4.8,1996,Europe,Saturn,platformer,,sega
bug too!,4.8,1996,North America,PC,platformer,,sega
bug too!,4.8,1996,South America,Saturn,platformer,,sega
bug!,6.0,1995,North America,PC,platformer,,sega
bug!,6.0,1995,Japan,Saturn,platformer,,sega
bug!,6.0,1995,North America,Saturn,platformer,,sega
bug!,6.0,1995,Europe,Saturn,platformer,,sega
bugs bunny: lost in time,7.8,1999,North America,PC,platformer,,
bugs bunny: lost in time,7.8,1999,Europe,PC,platformer,,
bugs bunny: lost in time,7.8,1999,Europe,PlayStation,platformer,,
bugs bunny: lost in time,7.8,1999,North America,PlayStation,platformer,,
burning rangers,6.2,1998,Japan,Saturn,platformer,,sega
burning rangers,6.2,1998,North America,Saturn,platformer,,sega
burning rangers,6.2,1998,Europe,Saturn,platformer,,sega
burning rangers,6.2,1998,South America,Saturn,platformer,,sega
burning road,6.0,1996,Japan,PlayStation,arcade,,
burning road,6.0,1996,Europe,PlayStation,arcade,,
burning road,6.0,1996,North America,PlayStation,arcade,,
burnout: championship drag racing,7.3,1998,North America,PC,simulation,,
rollercoaster tycoon 3,7.8,2004,North America,PC,strategy,,
rollercoaster tycoon 3,7.8,2004,Europe,PC,strategy,,
rollercoaster tycoon 3,7.8,2004,Japan,PC,strategy,,
rollercoaster tycoon 3,7.8,2004,Australia,PC,strategy,,
rollercoaster tycoon 3,7.8,2004,Korea,PC,strategy,,
rollercoaster tycoon 3,7.8,2004,North America,Macintosh,strategy,,
rollercoaster tycoon 3,7.8,2004,Europe,Macintosh,strategy,,
rollercoaster tycoon 3,7.8,2004,North America,iOS (iPhone/iPad),strategy,,
beyond the law: the third wave,3.7,2004,North America,PC,shooter,modern,
serious sam advance,5.6,2004,Europe,Game Boy Advance,shooter,sci-fi,
hitman: blood money,8.2,2005,North America,PlayStation 2,adventure,modern,square enix
hitman: blood money,8.2,2005,Europe,PlayStation 2,adventure,modern,square enix
hitman: blood money,8.2,2005,North America,Xbox,adventure,modern,square enix
hitman: blood money,8.2,2005,Europe,Xbox,adventure,modern,square enix
hitman: blood money,8.2,2005,North America,PC,adventure,modern,square enix
hitman: blood money,8.2,2005,Europe,PC,adventure,modern,square enix
hitman: blood money,8.2,2005,North America,Mobile,adventure,modern,square enix
hitman: blood money,8.2,2005,North America,Xbox 360,adventure,modern,square enix
hitman: blood money,8.2,2005,Europe,Xbox 360,adventure,modern,square enix
hitman: blood money,8.2,2005,Japan,Xbox 360,adventure,modern,square enix
hitman: blood money,8.2,2005,North America,Online/Browser,adventure,modern,square enix
hitman: blood money,8.2,2005,Japan,PC,adventure,modern,square enix
prince of persia: warrior within,9.2,2004,North America,PlayStation 2,adventure,fantasy,ubisoft
prince of persia: warrior within,9.2,2004,Europe,PlayStation 2,adventure,fantasy,ubisoft
prince of persia: warrior within,9.2,2004,North America,Xbox,adventure,fantasy,ubisoft
prince of persia: warrior within,9.2,2004,Europe,Xbox,adventure,fantasy,ubisoft
prince of persia: warrior within,9.2,2004,North America,GameCube,adventure,fantasy,ubisoft
prince of persia: warrior within,9.2,2004,Europe,GameCube,adventure,fantasy,ubisoft
prince of persia: warrior within,9.2,2004,North America,PC,adventure,fantasy,ubisoft
prince of persia: warrior within,9.2,2004,Europe,PC,adventure,fantasy,ubisoft
prince of persia: warrior within,9.2,2004,North America,Mobile,adventure,fantasy,ubisoft
prince of persia: warrior within,9.2,2004,North America,iOS (iPhone/iPad),adventure,fantasy,ubisoft
prince of persia: warrior within,9.2,2004,North America,PlayStation 3,adventure,fantasy,ubisoft
prince of persia: warrior within,9.2,2004,Europe,PlayStation 3,adventure,fantasy,ubisoft
prince of persia: warrior within,9.2,2004,North America,BlackBerry,adventure,fantasy,ubisoft
prince of persia: warrior within,9.2,2004,Australia,PlayStation 3,adventure,fantasy,ubisoft
prince of persia: warrior within,9.2,2004,Australia,PlayStation 2,adventure,fantasy,ubisoft
ribbit king,5.9,2004,North America,PlayStation 2,sports,,
ribbit king,5.9,2004,Europe,PlayStation 2,sports,,
ribbit king,5.9,2004,North America,GameCube,sports,,
ribbit king,5.9,2004,Europe,GameCube,sports,,
galactic wrestling: featuring ultimate muscle,7.3,2004,North America,PlayStation 2,fighting,,
cops 2170: the power of law,4.2,2005,North America,PC,strategy,sci-fi,
cops 2170: the power of law,4.2,2005,Europe,PC,strategy,sci-fi,
csi: miami,6.0,2004,North America,PC,adventure,modern,ubisoft
csi: miami,6.0,2004,Europe,PC,adventure,modern,ubisoft
super collapse! ii,0.0,2004,North America,Game Boy Advance,puzzle,,
massive assault network,7.0,2004,North America,PC,strategy,sci-fi,
pariah,5.9,2005,Europe,PlayStation 2,shooter,sci-fi,
pariah,5.9,2005,North America,PC,shooter,sci-fi,
pariah,5.9,2005,Europe,PC,shooter,sci-fi,
pariah,5.9,2005,North America,Xbox,shooter,sci-fi,
pariah,5.9,2005,Europe,Xbox,shooter,sci-fi,
pariah,5.9,2005,Australia,Xbox,shooter,sci-fi,
mega man zero 3,8.3,2004,North America,Game Boy Advance,platformer,,capcom
mega man zero 3,8.3,2004,Europe,Game Boy Advance,platformer,,capcom
mega man zero 3,8.3,2004,Australia,Game Boy Advance,platformer,,capcom
marine sharpshooter ii: jungle warfare,5.3,2004,North America,PC,shooter,modern,
peggle,9.0,2007,North America,Arcade Games,puzzle,,
max payne 3,9.0,2012,North America,PC,shooter,modern,
max payne 3,9.0,2012,Australia,PC,shooter,modern,
max payne 3,9.0,2012,Europe,PC,shooter,modern,
max payne 3,9.0,2012,Asia,PC,shooter,modern,
max payne 3,9.0,2012,Korea,PC,shooter,modern,
max payne 3,9.0,2012,North America,Xbox 360,shooter,modern,
max payne 3,9.0,2012,Australia,Xbox 360,shooter,modern,
max payne 3,9.0,2012,Europe,Xbox 360,shooter,modern,
max payne 3,9.0,2012,Japan,Xbox 360,shooter,modern,
max payne 3,9.0,2012,Asia,Xbox 360,shooter,modern,
max payne 3,9.0,2012,Korea,Xbox 360,shooter,modern,
max payne 3,9.0,2012,North America,PlayStation 3,shooter,modern,
max payne 3,9.0,2012,Australia,PlayStation 3,shooter,modern,
max payne 3,9.0,2012,Europe,PlayStation 3,shooter,modern,
max payne 3,9.0,2012,Japan,PlayStation 3,shooter,modern,
max payne 3,9.0,2012,Asia,PlayStation 3,shooter,modern,
max payne 3,9.0,2012,Korea,PlayStation 3,shooter,modern,
max payne 3,9.0,2012,North America,Macintosh,shooter,modern,
chaos league,8.4,2004,Europe,PC,strategy,fantasy,
chaos league,8.4,2004,North America,PC,strategy,fantasy,
wwe day of reckoning,8.2,2004,North America,GameCube,fighting,,thq
wwe day of reckoning,8.2,2004,Europe,GameCube,fighting,,thq
wwe day of reckoning,8.2,2004,Japan,GameCube,fighting,,thq
vanguard: saga of heroes,7.5,2007,North America,PC,role-playing,fantasy,
vanguard: saga of heroes,7.5,2007,Europe,PC,role-playing,fantasy,
pocket kingdom: own the world,6.8,2004,Europe,N-Gage,role-playing,fantasy,
pocket kingdom: own the world,6.8,2004,North America,N-Gage,role-playing,fantasy,
unreal championship 2: the liandri conflict,9.0,2005,North America,Xbox,shooter,sci-fi,midway
unreal championship 2: the liandri conflict,9.0,2005,Europe,Xbox,shooter,sci-fi,midway
unreal championship 2: the liandri conflict,9.0,2005,Japan,Xbox,shooter,sci-fi,midway
unreal championship 2: the liandri conflict,9.0,2005,North America,Xbox 360,shooter,sci-fi,midway
forgotten realms: demon stone,7.9,2004,North America,PlayStation 2,action,,
forgotten realms: demon stone,7.9,2004,Europe,PlayStation 2,action,,
forgotten realms: demon stone,7.9,2004,Japan,PlayStation 2,action,,
forgotten realms: demon stone,7.9,2004,North America,Xbox,action,,
forgotten realms: demon stone,7.9,2004,Europe,Xbox,action,,
forgotten realms: demon stone,7.9,2004,Australia,Xbox,action,,
forgotten realms: demon stone,7.9,2004,North America,PC,action,,
forgotten realms: demon stone,7.9,2004,Europe,PC,action,,
forgotten realms: demon stone,7.9,2004,Korea,PlayStation 2,action,,
nexuiz,8.0,2012,North America,PC,shooter,sci-fi,
nexuiz,8.0,2012,North America,Linux,shooter,sci-fi,
nexuiz,8.0,2012,North America,Macintosh,shooter,sci-fi,
bushido blade,8.9,1997,Europe,PlayStation,fighting,,square enix
bushido blade,8.9,1997,Japan,PlayStation,fighting,,square enix
bushido blade,8.9,1997,North America,PlayStation,fighting,,square enix
bushido blade,8.9,1997,Asia,PlayStation,fighting,,square enix
bushido blade 2,7.9,1998,Japan,PlayStation,fighting,,square enix
bushido blade 2,7.9,1998,North America,PlayStation,fighting,,square enix
bust a groove,7.6,1998,North America,PlayStation,music/rhythm,,
bust a groove 2,7.3,1999,North America,PlayStation,music/rhythm,,
bust-a-move 3,6.2,1997,North America,Saturn,puzzle,,sega
bust-a-move 3,6.2,1997,Europe,Saturn,puzzle,,sega
bust-a-move 4,7.9,1998,North America,PC,puzzle,,acclaim
bust-a-move 4,7.9,1998,North America,PlayStation,puzzle,,acclaim
bust-a-move 4,7.9,1998,Europe,PlayStation,puzzle,,acclaim
bust-a-move 4,7.9,1998,Europe,Dreamcast,puzzle,,acclaim
bust-a-move 4,7.9,1998,North America,Dreamcast,puzzle,,acclaim
bust-a-move 4,7.9,1998,North America,Game Boy Color,puzzle,,acclaim
bust-a-move 4,7.9,1998,Europe,Game Boy Color,puzzle,,acclaim
bust-a-move 4,7.9,1998,Europe,PC,puzzle,,acclaim
buster bros. collection,7.8,1997,North America,PlayStation,,,capcom
byzantine: the betrayal,6.1,1997,North America,PC,adventure,,
byzantine: the betrayal,6.1,1997,Europe,PC,adventure,,
c: the contra adventure,3.6,1998,North America,PlayStation,shooter,,konami
california speed,4.6,1998,North America,Nintendo 64,arcade,,midway
california speed,4.6,1998,North America,Arcade Games,arcade,,midway
california speed,4.6,1998,Europe,Arcade Games,arcade,,midway
california speed,4.6,1998,Europe,Nintendo 64,arcade,,midway
callahan's crosstime saloon,6.1,1997,North America,PC,adventure,,
capitalism,6.9,1995,North America,PC,strategy,,
capitalism plus,7.0,1997,North America,PC,strategy,,
cardinal syn,4.8,1998,Europe,PlayStation,fighting,,
cardinal syn,4.8,1998,North America,PlayStation,fighting,,
carmageddon,8.8,1997,North America,PC,simulation,,ubisoft
carmageddon,8.8,1997,Europe,PC,simulation,,ubisoft
carmageddon,8.8,1997,North America,Game Boy Color,simulation,,ubisoft
carmageddon,8.8,1997,Europe,Game Boy Color,simulation,,ubisoft
carmageddon,8.8,1997,Europe,PlayStation,simulation,,ubisoft
carmageddon,8.8,1997,Europe,Gizmondo,simulation,,ubisoft
carmageddon,8.8,1997,North America,iOS (iPhone/iPad),simulation,,ubisoft
carmageddon,8.8,1997,North America,Android,simulation,,ubisoft
carmageddon,8.8,1997,North America,Macintosh,simulation,,ubisoft
carmageddon,8.8,1997,Europe,Mobile,simulation,,ubisoft
carnage heart,6.0,1997,Japan,PlayStation,strategy,,
carnage heart,6.0,1997,North America,PlayStation,strategy,,
carnage heart,6.0,1997,Europe,PlayStation,strategy,,
carnivores,7.1,1998,North America,PC,shooter,fantasy,
carnivores,7.1,1998,Europe,PC,shooter,fantasy,
carnivores 2,7.3,1999,North America,PC,shooter,fantasy,
carnivores 2,7.3,1999,Europe,PC,shooter,fantasy,
cart flag to flag,6.1,1999,North America,Dreamcast,simulation,,sega
cart precision racing,8.5,2099,North America,PC,simulation,,
cart precision racing,8.5,2099,Europe,PC,simulation,,
castlevania,8.2,1987,North America,PC,platformer,,konami
castlevania,8.2,1987,Europe,Commodore 64,platformer,,konami
castlevania,8.2,1987,North America,Commodore 64,platformer,,konami
castlevania,8.2,1987,North America,NES,platformer,,konami
castlevania,8.2,1987,Europe,NES,platformer,,konami
castlevania,8.2,1987,Australia,NES,platformer,,konami
castlevania,8.2,1987,North America,Amiga,platformer,,konami
castlevania,8.2,1987,North America,Mobile,platformer,,konami
castlevania,8.2,1987,Europe,Game Boy Advance,platformer,,konami
castlevania,8.2,1987,Japan,PlayStation 2,platformer,,konami
castlevania,8.2,1987,Europe,PlayStation 2,platformer,,konami
castlevania: legacy of darkness,7.3,1999,North America,Nintendo 64,platformer,,konami
castlevania: legacy of darkness,7.3,1999,Europe,Nintendo 64,platformer,,konami
castlevania: symphony of the night,8.9,1997,North America,PlayStation,role-playing,,konami
castlevania: symphony of the night,8.9,1997,Europe,PlayStation,role-playing,,konami
castlevania: symphony of the night,8.9,1997,North America,Xbox 360,role-playing,,konami
castlevania: symphony of the night,8.9,1997,Europe,Xbox 360,role-playing,,konami
castlevania: symphony of the night,8.9,1997,Australia,Xbox 360,role-playing,,konami
castlevania: symphony of the night,8.9,1997,North America,iOS (iPhone/iPad),role-playing,,konami
castlevania: symphony of the night,8.9,1997,North America,Android,role-playing,,konami
castlevania: symphony of the night,8.9,1997,North America,Game.com,role-playing,,konami
catfight,1.6,1996,North America,PC,fighting,,
cavewars,6.4,1996,North America,PC,strategy,,
chameleon twist,5.1,1997,Japan,Nintendo 64,platformer,,
chameleon twist,5.1,1997,North America,Nintendo 64,platformer,,
chameleon twist,5.1,1997,Europe,Nintendo 64,platformer,,
chameleon twist 2,4.0,1999,Japan,Nintendo 64,platformer,,
chameleon twist 2,4.0,1999,North America,Nintendo 64,platformer,,
chameleon twist 2,4.0,1999,Europe,Nintendo 64,platformer,,
championship motocross featuring ricky carmichael,7.1,1999,North America,PlayStation,arcade,,thq
championship motocross featuring ricky carmichael,7.1,1999,Europe,PlayStation,arcade,,thq
chaos overlords,9.2,1996,North America,PC,strategy,sci-fi,
chaos overlords,9.2,1996,Europe,PC,strategy,sci-fi,
charlie blast's territory,4.8,1999,North America,Nintendo 64,puzzle,,
charlie blast's territory,4.8,1999,Europe,Nintendo 64,puzzle,,
chasm: the rift,6.1,1997,North America,PC,shooter,,
chasm: the rift,6.1,1997,Europe,PC,shooter,,
chessmaster 5000,9.4,1996,North America,PC,,,
chessmaster ii,6.9,1999,North America,PlayStation,,,
chessmaster ii,6.9,1999,Europe,PlayStation,,,
